nSpecialGuestID	Remark	nLevel	nUnlockLevel	nMonsterCount	nBossCount	nGold	nExp	nPraise	NeedGoods_Type	NeedGoods_Count	NeedGoods_Coefficient	RewardItem1	RewardItem2	RewardItem3
NPC模板ID	备注	星级	解锁等级	小怪数量	BOSS数量	奖励金币	奖励经验	奖励口碑	需求类型	需求数量	需求系数	可能获得道具(ID、数量、随机权重)	可能获得道具2	可能获得道具3
1024	哈利波波	1	77	7	1	0	200	0	奢侈	15000	0.3	"9103,1,6"	"9206,1,10"	"7960,400,15"
1024	哈利波波	2	77	9	1	0	300	0	奢侈	15000	0.6	"9103,1,8"	"9206,1,12"	"7960,500,15"
1024	哈利波波	3	77	11	1	0	400	0	奢侈	15000	1.0	"9103,1,10"	"9206,1,14"	"7960,600,15"
1024	哈利波波	4	77	13	1	0	500	0	奢侈	15000	2.0	"9103,1,12"	"9206,1,16"	"7960,700,15"
1024	哈利波波	5	77	15	1	0	600	0	奢侈	15000	3.0	"9103,1,14"	"9206,1,18"	"7960,800,15"
1030	哆啦梦梦	1	78	7	1	0	0	100	奢侈	15000	1.0	"9103,1,4"	"9306,1,12"	"7960,500,15"
1030	哆啦梦梦	2	78	9	1	0	0	150	奢侈	15000	2.0	"9103,1,5"	"9306,1,14"	"7960,600,15"
1030	哆啦梦梦	3	78	11	1	0	0	200	奢侈	15000	3.0	"9103,1,6"	"9306,1,16"	"7960,700,15"
1030	哆啦梦梦	4	78	13	1	0	0	250	奢侈	15000	4.0	"9103,1,7"	"9306,1,18"	"7960,800,15"
1030	哆啦梦梦	5	78	15	1	0	0	300	奢侈	15000	5.0	"9103,1,8"	"9306,1,20"	"7960,1000,15"
